FT00062,2025-06-12,2025-05-24,K005,LOC023,WT06,21,Medium,Public Report,Under Investigation,CASE1331,Yes,Yes,No,134.29,Pending
FT00063,2025-06-13,2025-06-12,K010,LOC031,WT08,16,Critical,Law Enforcement,Under Investigation,CASE0473,No,No,No,490.01,Pending
FT00064,2025-06-14,2025-05-31,K006,LOC109,WT02,15,Medium,Environmental Officer,Resolved,CASE0356,No,Yes,Yes,414.69,Under Investigation
FT00065,2025-06-15,2025-05-31,K002,LOC045,WT07,12,Low,Law Enforcement,Resolved,CASE1410,No,Yes,Yes,112.40,Under Investigation
FT00066,2025-06-16,2025-06-12,K004,LOC009,WT06,19,Critical,Environmental Officer,Under Investigation,CASE2438,Yes,No,Yes,328.69,Under Investigation
FT00067,2025-06-17,2025-06-04,K009,LOC007,WT08,13,Low,Law Enforcement,Resolved,CASE2084,Yes,Yes,Yes,149.99,Resolved
FT00068,2025-06-18,2025-05-31,K003,LOC186,WT04,26,High,Public Report,Resolved,CASE2028,No,Yes,No,302.03,Resolved
FT00069,2025-06-19,2025-06-16,K008,LOC132,WT03,29,Low,Public Report,Resolved,CASE0992,Yes,No,Yes,455.82,Resolved
FT00070,2025-06-20,2025-06-12,K011,LOC050,WT04,13,Low,Environmental Officer,Resolved,CASE0977,Yes,Yes,No,482.39,Resolved
FT00071,2025-06-21,2025-06-02,K011,LOC105,WT02,7,Critical,Environmental Officer,Resolved,CASE0820,Yes,No,No,454.94,Resolved
FT00072,2025-06-22,2025-06-11,K010,LOC120,WT01,26,Critical,Public Report,Under Investigation,CASE1144,Yes,No,Yes,34.59,Under Investigation
FT00073,2025-06-23,2025-06-08,K011,LOC065,WT05,10,Low,Public Report,Under Investigation,CASE0769,No,Yes,Yes,304.52,Under Investigation
FT00074,2025-06-24,2025-06-19,K006,LOC068,WT05,9,Critical,Law Enforcement,Under Investigation,CASE0936,No,Yes,Yes,380.79,Pending
FT00075,2025-06-25,2025-06-05,K005,LOC099,WT03,2,High,Law Enforcement,Resolved,CASE0684,Yes,Yes,Yes,113.63,Pending
FT00076,2025-06-26,2025-06-13,K003,LOC131,WT05,1,High,Law Enforcement,Resolved,CASE2202,Yes,Yes,No,96.09,Pending
FT00077,2025-06-27,2025-06-14,K008,LOC011,WT03,12,High,Public Report,Resolved,CASE1504,No,Yes,Yes,363.92,Under Investigation
FT00078,2025-06-28,2025-06-10,K008,LOC006,WT01,29,Medium,Law Enforcement,Resolved,CASE0691,No,Yes,Yes,188.08,Pending
FT00079,2025-06-29,2025-06-21,K009,LOC161,WT02,19,High,Law Enforcement,Under Investigation,CASE0183,Yes,Yes,No,431.29,Under Investigation
FT00080,2025-06-30,2025-06-16,K004,LOC063,WT04,11,Low,Law Enforcement,Under Investigation,CASE0368,Yes,Yes,No,53.76,Resolved
FT00081,2025-07-01,2025-06-08,K008,LOC024,WT02,26,Critical,Environmental Officer,Resolved,CASE2228,Yes,Yes,No,494.45,Resolved
FT00082,2025-07-02,2025-06-17,K008,LOC013,WT05,26,Low,Law Enforcement,Resolved,CASE1009,No,Yes,No,495.20,Under Investigation
FT00083,2025-07-03,2025-06-20,K003,LOC138,WT08,18,Critical,Public Report,Under Investigation,CASE0512,No,Yes,Yes,269.10,Pending
FT00084,2025-07-04,2025-06-25,K010,LOC190,WT08,16,Medium,Law Enforcement,Under Investigation,CASE0573,Yes,Yes,Yes,31.67,Resolved
FT00085,2025-07-05,2025-06-24,K008,LOC093,WT08,4,Low,Environmental Officer,Under Investigation,CASE0042,No,No,Yes,424.56,Resolved
FT00086,2025-07-06,2025-06-30,K006,LOC133,WT02,13,Medium,Law Enforcement,Under Investigation,CASE2193,Yes,No,No,96.23,Pending
FT00087,2025-07-07,2025-06-20,K010,LOC063,WT04,3,Medium,Public Report,Under Investigation,CASE0163,No,No,Yes,158.48,Pending
FT00088,2025-07-08,2025-06-28,K002,LOC129,WT04,25,Critical,Law Enforcement,Under Investigation,CASE1626,Yes,No,Yes,446.33,Resolved
FT00089,2025-07-09,2025-06-19,K012,LOC131,WT06,13,Critical,Environmental Officer,Under Investigation,CASE0583,No,Yes,Yes,260.43,Under Investigation
FT00090,2025-07-10,2025-06-20,K009,LOC164,WT02,26,Low,Law Enforcement,Under Investigation,CASE1591,Yes,Yes,Yes,240.61,Pending
FT00091,2025-07-11,2025-06-29,K002,LOC146,WT05,6,Low,Law Enforcement,Resolved,CASE1877,No,Yes,No,205.28,Pending
FT00092,2025-07-12,2025-07-04,K001,LOC107,WT03,3,Medium,Public Report,Resolved,CASE0208,No,Yes,Yes,350.62,Resolved
FT00093,2025-07-13,2025-07-03,K008,LOC153,WT02,17,High,Environmental Officer,Resolved,CASE1772,Yes,Yes,No,81.29,Pending
FT00094,2025-07-14,2025-06-26,K003,LOC076,WT01,22,High,Law Enforcement,Under Investigation,CASE0062,Yes,Yes,Yes,193.48,Resolved
FT00095,2025-07-15,2025-06-23,K002,LOC015,WT08,17,Low,Public Report,Under Investigation,CASE1291,No,Yes,Yes,239.10,Pending
FT00096,2025-07-16,2025-06-26,K011,LOC135,WT08,1,Medium,Law Enforcement,Resolved,CASE1114,Yes,No,Yes,92.95,Under Investigation
FT00097,2025-07-17,2025-07-11,K001,LOC143,WT08,5,Low,Law Enforcement,Under Investigation,CASE2450,No,Yes,Yes,145.79,Under Investigation
FT00098,2025-07-18,2025-07-05,K002,LOC134,WT07,24,High,Law Enforcement,Resolved,CASE1917,No,Yes,Yes,118.25,Under Investigation
FT00099,2025-07-19,2025-07-09,K010,LOC161,WT06,26,Medium,Environmental Officer,Resolved,CASE1549,No,No,No,217.25,Resolved
FT00100,2025-07-20,2025-07-01,K005,LOC086,WT06,14,High,Environmental Officer,Resolved,CASE1002,Yes,No,Yes,194.03,Pending
FT00101,2025-07-21,2025-07-04,K003,LOC008,WT05,11,Low,Public Report,Under Investigation,CASE0168,Yes,Yes,No,96.92,Pending
FT00102,2025-07-22,2025-07-09,K003,LOC046,WT05,6,Low,Environmental Officer,Under Investigation,CASE1509,No,No,Yes,106.66,Under Investigation
FT00103,2025-07-23,2025-07-20,K009,LOC063,WT08,7,Critical,Environmental Officer,Resolved,CASE0901,No,No,No,489.49,Resolved
FT00104,2025-07-24,2025-07-22,K002,LOC022,WT01,24,Low,Law Enforcement,Under Investigation,CASE2005,Yes,No,Yes,255.19,Resolved
FT00105,2025-07-25,2025-07-18,K009,LOC032,WT02,21,Low,Environmental Officer,Under Investigation,CASE0740,Yes,Yes,No,489.52,Resolved
FT00106,2025-07-26,2025-07-13,K011,LOC170,WT01,6,Critical,Public Report,Resolved,CASE1622,Yes,Yes,Yes,111.14,Resolved
FT00107,2025-07-27,2025-07-07,K011,LOC154,WT07,4,Low,Law Enforcement,Resolved,CASE0229,No,No,No,54.98,Resolved
FT00108,2025-07-28,2025-07-07,K009,LOC174,WT06,22,High,Public Report,Resolved,CASE0469,Yes,Yes,No,469.97,Pending
FT00109,2025-07-29,2025-07-14,K002,LOC198,WT01,21,Low,Law Enforcement,Resolved,CASE1758,No,Yes,No,208.39,Under Investigation
FT00110,2025-07-30,2025-07-21,K009,LOC012,WT02,14,Critical,Environmental Officer,Under Investigation,CASE1786,No,No,No,98.93,Under Investigation
FT00111,2025-07-31,2025-07-25,K003,LOC038,WT08,14,Medium,Law Enforcement,Resolved,CASE1904,No,Yes,No,407.64,Resolved
FT00112,2025-08-01,2025-07-31,K002,LOC131,WT06,7,Critical,Environmental Officer,Under Investigation,CASE2097,Yes,No,Yes,203.93,Pending
FT00113,2025-08-02,2025-07-13,K005,LOC047,WT04,26,High,Public Report,Under Investigation,CASE2076,Yes,Yes,No,499.12,Pending
FT00114,2025-08-03,2025-07-14,K011,LOC153,WT03,27,High,Environmental Officer,Under Investigation,CASE2448,No,Yes,Yes,404.26,Resolved
FT00115,2025-08-04,2025-07-13,K006,LOC074,WT05,30,Low,Environmental Officer,Resolved,CASE0153,Yes,No,No,470.82,Pending
FT00116,2025-08-05,2025-07-14,K001,LOC157,WT07,14,Critical,Law Enforcement,Under Investigation,CASE1292,Yes,Yes,Yes,312.52,Resolved
FT00117,2025-08-06,2025-07-24,K012,LOC105,WT07,27,Medium,Law Enforcement,Resolved,CASE0289,Yes,Yes,Yes,178.35,Under Investigation
FT00118,2025-08-07,2025-07-24,K011,LOC145,WT04,21,Critical,Environmental Officer,Under Investigation,CASE0505,No,Yes,Yes,469.93,Under Investigation
FT00119,2025-08-08,2025-07-20,K008,LOC094,WT08,19,Critical,Public Report,Under Investigation,CASE1950,Yes,Yes,No,97.90,Resolved
FT00120,2025-08-09,2025-07-17,K003,LOC179,WT01,30,Medium,Law Enforcement,Under Investigation,CASE2226,Yes,Yes,No,324.96,Pending
FT00121,2025-08-10,2025-07-24,K004,LOC200,WT07,20,Critical,Environmental Officer,Resolved,CASE2198,No,Yes,Yes,473.22,Pending
FT00122,2025-08-11,2025-07-27,K012,LOC023,WT08,15,Medium,Law Enforcement,Resolved,CASE0163,Yes,Yes,No,37.41,Resolved
FT00123,2025-08-12,2025-08-06,K011,LOC075,WT03,11,High,Public Report,Under Investigation,CASE1650,Yes,No,No,216.19,Pending
FT00124,2025-08-13,2025-07-28,K009,LOC187,WT03,27,Low,Law Enforcement,Resolved,CASE0116,No,Yes,No,94.75,Pending
FT00125,2025-08-14,2025-07-24,K008,LOC091,WT04,1,Low,Environmental Officer,Resolved,CASE0539,No,Yes,Yes,379.02,Under Investigation
FT00126,2025-08-15,2025-08-12,K004,LOC028,WT06,25,High,Public Report,Resolved,CASE0070,Yes,No,Yes,119.89,Pending
FT00127,2025-08-16,2025-08-01,K007,LOC076,WT01,16,High,Environmental Officer,Under Investigation,CASE2317,No,No,No,474.43,Under Investigation
FT00128,2025-08-17,2025-07-30,K005,LOC078,WT03,16,Critical,Law Enforcement,Resolved,CASE0887,No,Yes,Yes,318.37,Under Investigation
FT00129,2025-08-18,2025-08-07,K001,LOC018,WT08,6,High,Public Report,Under Investigation,CASE0124,No,No,Yes,197.02,Under Investigation
FT00130,2025-08-19,2025-08-01,K001,LOC102,WT03,18,High,Environmental Officer,Resolved,CASE2390,No,No,No,45.41,Pending
FT00131,2025-08-20,2025-08-11,K004,LOC015,WT03,12,Medium,Public Report,Under Investigation,CASE0992,Yes,No,No,367.82,Under Investigation
FT00132,2025-08-21,2025-08-13,K010,LOC074,WT06,11,Medium,Public Report,Under Investigation,CASE0501,No,Yes,No,116.80,Under Investigation
FT00133,2025-08-22,2025-08-02,K007,LOC056,WT02,24,High,Law Enforcement,Resolved,CASE0453,Yes,No,No,266.81,Pending
FT00134,2025-08-23,2025-08-10,K004,LOC046,WT05,13,Critical,Law Enforcement,Resolved,CASE0737,Yes,No,No,373.78,Under Investigation
FT00135,2025-08-24,2025-08-01,K007,LOC148,WT05,21,Medium,Law Enforcement,Resolved,CASE0112,No,Yes,No,475.23,Under Investigation
FT00136,2025-08-25,2025-08-18,K001,LOC130,WT03,28,High,Environmental Officer,Resolved,CASE1085,Yes,No,Yes,326.60,Under Investigation
FT00137,2025-08-26,2025-08-05,K012,LOC047,WT07,25,Medium,Environmental Officer,Resolved,CASE1674,No,No,No,69.94,Under Investigation
FT00138,2025-08-27,2025-08-06,K003,LOC005,WT08,29,High,Law Enforcement,Resolved,CASE2392,No,No,No,161.26,Resolved
FT00139,2025-08-28,2025-08-12,K002,LOC181,WT08,11,High,Environmental Officer,Under Investigation,CASE1935,No,No,Yes,66.15,Resolved
FT00140,2025-08-29,2025-08-27,K010,LOC032,WT04,23,Low,Environmental Officer,Resolved,CASE2222,Yes,Yes,No,482.79,Resolved
FT00141,2025-08-30,2025-08-25,K008,LOC119,WT02,13,Critical,Environmental Officer,Resolved,CASE1983,Yes,Yes,No,299.12,Under Investigation
FT00142,2025-08-31,2025-08-27,K011,LOC092,WT04,15,Critical,Environmental Officer,Resolved,CASE0198,Yes,No,No,367.10,Under Investigation
FT00143,2025-09-01,2025-08-12,K004,LOC052,WT04,22,Low,Law Enforcement,Resolved,CASE2189,Yes,Yes,Yes,176.22,Pending
FT00144,2025-09-02,2025-08-14,K009,LOC065,WT04,28,Critical,Law Enforcement,Under Investigation,CASE2353,Yes,No,Yes,426.77,Resolved
FT00145,2025-09-03,2025-08-14,K001,LOC010,WT03,14,High,Environmental Officer,Under Investigation,CASE0659,No,Yes,No,495.35,Resolved
FT00146,2025-09-04,2025-09-01,K008,LOC094,WT02,10,High,Public Report,Resolved,CASE2420,Yes,No,Yes,179.21,Pending
FT00147,2025-09-05,2025-08-28,K011,LOC027,WT07,19,High,Public Report,Under Investigation,CASE1427,Yes,No,No,482.08,Under Investigation
FT00148,2025-09-06,2025-08-19,K004,LOC165,WT02,18,High,Environmental Officer,Under Investigation,CASE0295,No,No,No,326.70,Pending
FT00149,2025-09-07,2025-08-28,K007,LOC095,WT04,9,Low,Environmental Officer,Resolved,CASE1121,No,No,Yes,144.83,Under Investigation
FT00150,2025-09-08,2025-08-24,K003,LOC199,WT08,12,Medium,Environmental Officer,Resolved,CASE0101,Yes,No,No,200.32,Pending
FT00151,2025-09-09,2025-08-21,K003,LOC184,WT05,5,Medium,Environmental Officer,Resolved,CASE0282,Yes,No,Yes,207.88,Under Investigation
FT00152,2025-09-10,2025-09-05,K004,LOC117,WT07,19,Medium,Public Report,Under Investigation,CASE0956,No,No,No,207.83,Under Investigation
FT00153,2025-09-11,2025-08-28,K005,LOC051,WT03,28,High,Environmental Officer,Resolved,CASE1736,Yes,Yes,No,50.19,Under Investigation
FT00154,2025-09-12,2025-08-23,K011,LOC055,WT02,1,Low,Environmental Officer,Under Investigation,CASE1531,No,Yes,No,38.63,Under Investigation
FT00155,2025-09-13,2025-09-07,K007,LOC013,WT08,20,High,Law Enforcement,Resolved,CASE0454,Yes,Yes,No,146.15,Resolved
FT00156,2025-09-14,2025-08-24,K010,LOC140,WT03,13,Medium,Public Report,Under Investigation,CASE0578,No,No,No,291.66,Under Investigation
FT00157,2025-09-15,2025-09-12,K009,LOC017,WT06,12,Medium,Public Report,Under Investigation,CASE1854,No,No,Yes,382.32,Pending
FT00158,2025-09-16,2025-09-05,K005,LOC012,WT01,25,Low,Environmental Officer,Under Investigation,CASE1306,Yes,No,Yes,240.89,Under Investigation
FT00159,2025-09-17,2025-09-08,K008,LOC079,WT05,24,High,Environmental Officer,Under Investigation,CASE1852,No,No,Yes,309.21,Resolved
FT00160,2025-09-18,2025-09-07,K001,LOC061,WT02,7,Low,Public Report,Under Investigation,CASE0246,Yes,No,Yes,400.37,Resolved
FT00161,2025-09-19,2025-08-28,K011,LOC048,WT06,14,High,Environmental Officer,Under Investigation,CASE0309,No,No,No,217.31,Resolved
FT00162,2025-09-20,2025-09-08,K008,LOC003,WT02,14,Medium,Law Enforcement,Resolved,CASE0575,Yes,Yes,No,183.35,Resolved
FT00163,2025-09-21,2025-09-10,K007,LOC011,WT06,26,Low,Law Enforcement,Under Investigation,CASE2045,No,Yes,Yes,188.50,Pending
FT00164,2025-09-22,2025-08-31,K010,LOC046,WT01,7,Low,Environmental Officer,Resolved,CASE2478,Yes,Yes,Yes,77.63,Resolved
FT00165,2025-09-23,2025-09-22,K011,LOC016,WT03,1,Low,Public Report,Under Investigation,CASE0860,Yes,Yes,No,263.14,Under Investigation
FT00166,2025-09-24,2025-09-21,K002,LOC066,WT01,26,High,Law Enforcement,Resolved,CASE0675,Yes,No,No,248.68,Under Investigation
FT00167,2025-09-25,2025-09-16,K012,LOC139,WT03,1,High,Law Enforcement,Resolved,CASE0400,Yes,No,No,476.01,Under Investigation
FT00168,2025-09-26,2025-09-25,K010,LOC046,WT07,24,Critical,Environmental Officer,Under Investigation,CASE2226,No,No,No,182.21,Resolved
FT00169,2025-09-27,2025-09-17,K009,LOC063,WT08,18,Medium,Law Enforcement,Resolved,CASE0906,No,No,Yes,358.45,Under Investigation
FT00170,2025-09-28,2025-09-20,K007,LOC183,WT08,22,Low,Environmental Officer,Resolved,CASE0667,No,No,Yes,212.30,Resolved
FT00171,2025-09-29,2025-09-12,K005,LOC126,WT07,9,Low,Public Report,Resolved,CASE0955,Yes,No,Yes,400.62,Under Investigation
FT00172,2025-09-30,2025-09-17,K001,LOC141,WT03,7,High,Law Enforcement,Resolved,CASE0670,No,Yes,No,136.98,Resolved
FT00173,2025-10-01,2025-09-13,K005,LOC023,WT03,11,High,Public Report,Under Investigation,CASE0652,Yes,Yes,Yes,108.10,Under Investigation
FT00174,2025-10-02,2025-09-17,K008,LOC105,WT07,27,High,Environmental Officer,Resolved,CASE1628,Yes,Yes,Yes,452.74,Under Investigation
FT00175,2025-10-03,2025-09-14,K011,LOC151,WT07,2,High,Law Enforcement,Under Investigation,CASE0553,No,Yes,No,105.55,Under Investigation
FT00176,2025-10-04,2025-09-17,K012,LOC143,WT07,27,High,Public Report,Under Investigation,CASE2091,No,Yes,Yes,25.81,Resolved
FT00177,2025-10-05,2025-09-16,K010,LOC170,WT06,10,High,Public Report,Under Investigation,CASE1460,No,Yes,No,232.03,Resolved
FT00178,2025-10-06,2025-10-01,K002,LOC135,WT06,12,Critical,Environmental Officer,Under Investigation,CASE1128,Yes,Yes,No,151.16,Resolved
FT00179,2025-10-07,2025-09-26,K001,LOC019,WT05,28,Medium,Law Enforcement,Resolved,CASE1248,Yes,No,No,67.68,Under Investigation
FT00180,2025-10-08,2025-10-03,K008,LOC088,WT05,17,Medium,Environmental Officer,Under Investigation,CASE1518,Yes,Yes,Yes,186.72,Pending
FT00181,2025-10-09,2025-10-03,K003,LOC059,WT01,14,Low,Law Enforcement,Under Investigation,CASE1222,No,No,Yes,177.45,Under Investigation
FT00182,2025-10-10,2025-10-01,K003,LOC145,WT03,25,High,Public Report,Resolved,CASE1921,Yes,Yes,Yes,452.39,Resolved
FT00183,2025-10-11,2025-10-05,K010,LOC177,WT08,28,Medium,Law Enforcement,Resolved,CASE0704,Yes,No,No,286.44,Resolved
FT00184,2025-10-12,2025-10-02,K004,LOC042,WT05,1,Medium,Environmental Officer,Under Investigation,CASE1974,Yes,No,No,131.33,Under Investigation
FT00185,2025-10-13,2025-10-03,K001,LOC145,WT02,7,Medium,Environmental Officer,Under Investigation,CASE0494,Yes,Yes,Yes,261.24,Resolved
FT00186,2025-10-14,2025-10-07,K008,LOC081,WT06,1,Critical,Law Enforcement,Resolved,CASE2250,No,No,No,446.53,Under Investigation
FT00187,2025-10-15,2025-09-30,K003,LOC168,WT04,26,Low,Public Report,Resolved,CASE0979,Yes,Yes,Yes,112.65,Resolved
FT00188,2025-10-16,2025-10-01,K009,LOC151,WT07,22,High,Law Enforcement,Under Investigation,CASE0185,No,No,Yes,454.43,Resolved
FT00189,2025-10-17,2025-10-08,K003,LOC174,WT04,4,Critical,Law Enforcement,Under Investigation,CASE1689,Yes,Yes,No,408.99,Pending
