CASE0035,FT19015,2026-07-03,OFFO05,No,No,Yes,Investigation,Open
CASE0036,FT16545,2025-09-27,OFFO06,No,No,Yes,Warning,Closed
CASE0037,FT03801,2025-09-08,OFFO07,Yes,Yes,No,Warning,Closed
CASE0038,FT02556,2025-07-01,OFFO08,Yes,No,No,Fined,Closed
CASE0039,FT03123,2026-06-17,OFFO09,Yes,Yes,No,Warning,Closed
CASE0040,FT03034,2026-01-09,OFFO10,Yes,No,Yes,Fined,Closed
CASE0041,FT13857,2025-12-16,OFFO01,Yes,Yes,No,Investigation,Open
CASE0042,FT09605,2025-06-14,OFFO02,No,Yes,Yes,Investigation,Open
CASE0043,FT06570,2025-11-16,OFFO03,Yes,No,Yes,Warning,Closed
CASE0044,FT13442,2026-04-30,OFFO04,Yes,Yes,Yes,Warning,Closed
CASE0045,FT19032,2026-02-19,OFFO05,Yes,No,No,Investigation,Open
CASE0046,FT04081,2025-08-12,OFFO06,No,Yes,Yes,Warning,Closed
CASE0047,FT06701,2026-02-27,OFFO07,No,No,Yes,Fined,Closed
CASE0048,FT02683,2025-09-16,OFFO08,No,Yes,Yes,Investigation,Open
CASE0049,FT06476,2026-07-11,OFFO09,No,Yes,No,Investigation,Open
CASE0050,FT05978,2026-02-09,OFFO10,No,Yes,Yes,Fined,Closed
CASE0051,FT16309,2025-08-28,OFFO01,Yes,No,Yes,Fined,Closed
CASE0052,FT05954,2025-12-09,OFFO02,No,Yes,No,Investigation,Open
CASE0053,FT05875,2026-06-29,OFFO03,No,No,Yes,Fined,Closed
CASE0054,FT08813,2025-05-08,OFFO04,No,Yes,No,Investigation,Open
CASE0055,FT15027,2025-09-28,OFFO05,Yes,No,No,Warning,Closed
CASE0056,FT11283,2025-07-20,OFFO06,Yes,No,No,Investigation,Open
CASE0057,FT02999,2026-01-23,OFFO07,No,Yes,Yes,Warning,Closed
CASE0058,FT08149,2025-08-02,OFFO08,Yes,Yes,No,Warning,Closed
CASE0059,FT00936,2025-05-25,OFFO09,Yes,Yes,Yes,Fined,Closed
CASE0060,FT19394,2025-06-29,OFFO10,No,Yes,Yes,Fined,Closed
CASE0061,FT01983,2025-07-02,OFFO01,No,No,Yes,Investigation,Open
CASE0062,FT03859,2026-02-20,OFFO02,Yes,No,No,Investigation,Open
CASE0063,FT13702,2026-07-22,OFFO03,Yes,No,Yes,Warning,Closed
CASE0064,FT12577,2026-07-18,OFFO04,No,Yes,Yes,Investigation,Open
CASE0065,FT17633,2025-11-12,OFFO05,Yes,Yes,Yes,Investigation,Open
CASE0066,FT07545,2025-10-16,OFFO06,No,No,Yes,Warning,Closed
CASE0067,FT15894,2025-09-23,OFFO07,No,Yes,No,Warning,Closed
CASE0068,FT11148,2026-05-01,OFFO08,No,Yes,Yes,Fined,Closed
CASE0069,FT04272,2025-06-13,OFFO09,Yes,No,No,Investigation,Open
CASE0070,FT12990,2025-09-22,OFFO10,Yes,Yes,No,Investigation,Open
CASE0071,FT03529,2025-07-22,OFFO01,Yes,No,Yes,Warning,Closed
CASE0072,FT05410,2025-07-11,OFFO02,Yes,Yes,No,Investigation,Open
CASE0073,FT06738,2025-12-25,OFFO03,No,No,Yes,Investigation,Open
CASE0074,FT15100,2026-06-29,OFFO04,No,Yes,Yes,Investigation,Open
CASE0075,FT12051,2025-09-26,OFFO05,Yes,No,Yes,Investigation,Open
CASE0076,FT02899,2025-06-05,OFFO06,No,No,Yes,Warning,Closed
CASE0077,FT18835,2026-04-15,OFFO07,No,Yes,Yes,Investigation,Open
CASE0078,FT00102,2025-07-22,OFFO08,Yes,No,Yes,Fined,Closed
CASE0079,FT04135,2026-03-04,OFFO09,Yes,Yes,Yes,Warning,Closed
CASE0080,FT08297,2025-10-29,OFFO10,Yes,No,No,Fined,Closed
CASE0081,FT02633,2025-11-15,OFFO01,No,Yes,Yes,Fined,Closed
CASE0082,FT15106,2025-07-22,OFFO02,No,No,Yes,Fined,Closed
CASE0083,FT01038,2025-10-28,OFFO03,No,No,No,Investigation,Open
CASE0084,FT10332,2026-01-22,OFFO04,Yes,No,No,Warning,Closed
CASE0085,FT00663,2026-03-06,OFFO05,No,No,Yes,Fined,Closed
CASE0086,FT10205,2026-03-26,OFFO06,Yes,Yes,No,Fined,Closed
CASE0087,FT04988,2025-07-08,OFFO07,Yes,Yes,Yes,Investigation,Open
CASE0088,FT06182,2025-06-17,OFFO08,No,Yes,No,Investigation,Open
CASE0089,FT10656,2025-07-31,OFFO09,No,No,No,Fined,Closed
CASE0090,FT09642,2026-04-11,OFFO10,No,Yes,No,Fined,Closed
CASE0091,FT13202,2026-05-16,OFFO01,Yes,Yes,Yes,Fined,Closed
CASE0092,FT03678,2026-02-11,OFFO02,Yes,No,No,Warning,Closed
CASE0093,FT07495,2025-08-21,OFFO03,Yes,Yes,Yes,Investigation,Open
CASE0094,FT04652,2026-03-27,OFFO04,No,Yes,Yes,Warning,Closed
CASE0095,FT04230,2026-03-04,OFFO05,No,No,Yes,Warning,Closed
CASE0096,FT15839,2025-09-14,OFFO06,Yes,No,Yes,Investigation,Open
CASE0097,FT04742,2026-03-05,OFFO07,Yes,No,Yes,Fined,Closed
CASE0098,FT07395,2025-08-21,OFFO08,No,No,Yes,Fined,Closed
CASE0099,FT04083,2025-11-11,OFFO09,Yes,Yes,Yes,Fined,Closed
CASE0100,FT06080,2026-06-15,OFFO10,No,Yes,No,Warning,Closed
CASE0101,FT12488,2025-07-10,OFFO01,No,No,Yes,Warning,Closed
CASE0102,FT03080,2025-06-02,OFFO02,No,Yes,No,Investigation,Open
CASE0103,FT19926,2025-06-30,OFFO03,No,No,Yes,Warning,Closed
CASE0104,FT12017,2026-01-01,OFFO04,No,Yes,Yes,Warning,Closed
CASE0105,FT10194,2026-01-17,OFFO05,No,No,Yes,Warning,Closed
CASE0106,FT05675,2025-12-26,OFFO06,No,No,No,Warning,Closed
CASE0107,FT02751,2025-09-13,OFFO07,No,No,Yes,Fined,Closed
CASE0108,FT08906,2025-12-23,OFFO08,Yes,No,Yes,Investigation,Open
CASE0109,FT00579,2025-04-28,OFFO09,Yes,Yes,No,Warning,Closed
CASE0110,FT06978,2025-06-07,OFFO10,No,No,Yes,Investigation,Open
CASE0111,FT15396,2026-05-19,OFFO01,Yes,Yes,Yes,Fined,Closed
CASE0112,FT03989,2026-05-14,OFFO02,Yes,No,Yes,Fined,Closed
CASE0113,FT12943,2025-04-24,OFFO03,No,No,Yes,Fined,Closed
CASE0114,FT12806,2025-09-28,OFFO04,No,No,No,Warning,Closed
CASE0115,FT10811,2025-12-24,OFFO05,Yes,Yes,No,Warning,Closed
CASE0116,FT01385,2025-11-15,OFFO06,Yes,No,Yes,Investigation,Open
CASE0117,FT11020,2025-06-16,OFFO07,Yes,Yes,No,Investigation,Open
CASE0118,FT03215,2026-01-21,OFFO08,No,No,Yes,Warning,Closed
CASE0119,FT06669,2026-05-07,OFFO09,No,No,No,Investigation,Open
CASE0120,FT01325,2026-02-27,OFFO10,No,No,No,Fined,Closed
CASE0121,FT15907,2025-10-31,OFFO01,Yes,Yes,Yes,Warning,Closed
CASE0122,FT10475,2025-09-16,OFFO02,Yes,No,Yes,Fined,Closed
CASE0123,FT05039,2025-12-02,OFFO03,Yes,No,No,Fined,Closed
CASE0124,FT00125,2025-08-14,OFFO04,Yes,Yes,No,Warning,Closed
CASE0125,FT05952,2026-03-28,OFFO05,Yes,No,No,Fined,Closed
CASE0126,FT09133,2025-10-06,OFFO06,Yes,No,Yes,Fined,Closed
CASE0127,FT05584,2025-10-01,OFFO07,No,Yes,Yes,Investigation,Open
CASE0128,FT15776,2025-12-06,OFFO08,Yes,Yes,Yes,Fined,Closed
CASE0129,FT00940,2025-05-05,OFFO09,No,No,No,Investigation,Open
CASE0130,FT03611,2025-10-28,OFFO10,Yes,No,No,Investigation,Open
CASE0131,FT01888,2026-05-19,OFFO01,No,No,No,Investigation,Open
CASE0132,FT18014,2026-02-01,OFFO02,No,Yes,No,Fined,Closed
CASE0133,FT18492,2025-12-16,OFFO03,Yes,Yes,No,Fined,Closed
CASE0134,FT06078,2026-06-01,OFFO04,No,No,Yes,Investigation,Open
CASE0135,FT19476,2025-08-22,OFFO05,Yes,No,No,Fined,Closed
CASE0136,FT14494,2025-10-21,OFFO06,No,No,No,Fined,Closed
CASE0137,FT16682,2025-09-19,OFFO07,Yes,No,Yes,Fined,Closed
CASE0138,FT05319,2025-07-14,OFFO08,No,Yes,No,Investigation,Open
CASE0139,FT04375,2025-11-05,OFFO09,No,No,No,Investigation,Open
CASE0140,FT07453,2025-09-05,OFFO10,No,No,Yes,Warning,Closed
CASE0141,FT09660,2026-04-17,OFFO01,No,Yes,Yes,Fined,Closed
CASE0142,FT10566,2026-03-02,OFFO02,No,No,No,Warning,Closed
CASE0143,FT19194,2026-07-03,OFFO03,No,No,No,Fined,Closed
CASE0144,FT06257,2025-07-15,OFFO04,Yes,No,No,Investigation,Open
CASE0145,FT01511,2025-12-11,OFFO05,Yes,No,Yes,Fined,Closed
CASE0146,FT06805,2026-05-27,OFFO06,No,Yes,Yes,Fined,Closed
CASE0147,FT10729,2025-11-11,OFFO07,No,Yes,Yes,Fined,Closed
CASE0148,FT14966,2025-07-15,OFFO08,Yes,Yes,No,Warning,Closed
CASE0149,FT16343,2026-06-22,OFFO09,No,No,No,Fined,Closed
CASE0150,FT06142,2026-05-13,OFFO10,Yes,Yes,No,Fined,Closed
CASE0151,FT14966,2025-09-14,OFFO01,Yes,No,Yes,Warning,Closed
CASE0152,FT01740,2025-10-21,OFFO02,Yes,Yes,No,Investigation,Open
CASE0153,FT15268,2025-11-03,OFFO03,Yes,No,No,Investigation,Open
CASE0154,FT05996,2026-02-14,OFFO04,Yes,No,Yes,Fined,Closed
CASE0155,FT12102,2025-05-10,OFFO05,Yes,No,No,Warning,Closed
CASE0156,FT04255,2025-08-30,OFFO06,Yes,Yes,Yes,Fined,Closed
CASE0157,FT03802,2026-06-17,OFFO07,No,Yes,No,Fined,Closed
CASE0158,FT10918,2026-03-24,OFFO08,No,No,No,Fined,Closed
CASE0159,FT13160,2026-01-07,OFFO09,Yes,Yes,Yes,Fined,Closed
CASE0160,FT05365,2025-12-23,OFFO10,Yes,No,Yes,Investigation,Open
CASE0161,FT19641,2026-04-15,OFFO01,No,No,Yes,Investigation,Open
CASE0162,FT18125,2025-05-18,OFFO02,No,Yes,Yes,Warning,Closed
CASE0163,FT10363,2026-06-15,OFFO03,Yes,No,Yes,Investigation,Open
CASE0164,FT08820,2026-06-22,OFFO04,Yes,No,No,Fined,Closed
CASE0165,FT14789,2025-08-18,OFFO05,Yes,No,No,Fined,Closed
CASE0166,FT14242,2025-06-15,OFFO06,No,No,Yes,Investigation,Open
CASE0167,FT10150,2025-12-03,OFFO07,No,No,No,Fined,Closed
CASE0168,FT15476,2025-07-25,OFFO08,No,No,Yes,Investigation,Open
CASE0169,FT07615,2026-05-27,OFFO09,Yes,Yes,No,Fined,Closed
CASE0170,FT10065,2025-09-22,OFFO10,No,Yes,No,Investigation,Open
CASE0171,FT17330,2025-10-31,OFFO01,No,No,No,Investigation,Open
CASE0172,FT00729,2026-02-23,OFFO02,No,Yes,Yes,Fined,Closed
CASE0173,FT14173,2025-08-09,OFFO03,Yes,No,No,Warning,Closed
CASE0174,FT01040,2026-05-17,OFFO04,No,No,Yes,Investigation,Open
CASE0175,FT02648,2026-02-16,OFFO05,No,No,Yes,Warning,Closed
CASE0176,FT09148,2026-05-22,OFFO06,Yes,Yes,Yes,Investigation,Open
CASE0177,FT19351,2026-03-01,OFFO07,No,Yes,Yes,Investigation,Open
CASE0178,FT11853,2026-03-30,OFFO08,No,No,No,Warning,Closed
CASE0179,FT19559,2025-07-23,OFFO09,Yes,Yes,No,Fined,Closed
CASE0180,FT13190,2025-06-18,OFFO10,Yes,No,No,Investigation,Open
CASE0181,FT09152,2025-07-29,OFFO01,No,Yes,No,Investigation,Open
CASE0182,FT03722,2025-09-10,OFFO02,Yes,Yes,Yes,Warning,Closed
CASE0183,FT11409,2026-01-12,OFFO03,No,Yes,No,Fined,Closed
CASE0184,FT14447,2025-07-23,OFFO04,No,No,No,Investigation,Open
CASE0185,FT16790,2026-01-28,OFFO05,No,No,Yes,Fined,Closed
CASE0186,FT11594,2025-05-25,OFFO06,Yes,Yes,Yes,Investigation,Open
CASE0187,FT03774,2025-08-02,OFFO07,Yes,Yes,Yes,Investigation,Open
CASE0188,FT04561,2026-07-06,OFFO08,No,Yes,No,Warning,Closed
CASE0189,FT04665,2026-05-01,OFFO09,No,Yes,No,Fined,Closed
CASE0190,FT13885,2026-06-09,OFFO10,No,No,Yes,Warning,Closed
CASE0191,FT12784,2025-05-07,OFFO01,Yes,Yes,Yes,Warning,Closed
CASE0192,FT10253,2026-01-13,OFFO02,No,No,No,Investigation,Open
CASE0193,FT10697,2026-07-27,OFFO03,No,Yes,Yes,Warning,Closed
CASE0194,FT07949,2025-06-18,OFFO04,No,No,No,Warning,Closed
CASE0195,FT17665,2025-09-29,OFFO05,Yes,Yes,Yes,Investigation,Open
CASE0196,FT00631,2026-05-12,OFFO06,No,No,Yes,Investigation,Open
CASE0197,FT13784,2025-05-14,OFFO07,No,Yes,No,Investigation,Open
CASE0198,FT14692,2025-08-27,OFFO08,Yes,Yes,No,Investigation,Open
CASE0199,FT16295,2026-05-26,OFFO09,Yes,Yes,Yes,Investigation,Open
CASE0200,FT11140,2025-11-21,OFFO10,Yes,No,Yes,Fined,Closed
CASE0201,FT04268,2025-12-03,OFFO01,Yes,No,No,Warning,Closed
CASE0202,FT05636,2026-03-15,OFFO02,Yes,Yes,No,Warning,Closed
CASE0203,FT16706,2025-05-13,OFFO03,No,Yes,No,Investigation,Open
CASE0204,FT00569,2025-07-07,OFFO04,No,Yes,No,Warning,Closed
CASE0205,FT07410,2026-02-10,OFFO05,No,Yes,No,Fined,Closed
CASE0206,FT01669,2025-09-15,OFFO06,Yes,Yes,No,Fined,Closed
CASE0207,FT16411,2026-05-19,OFFO07,No,Yes,No,Investigation,Open
CASE0208,FT17173,2025-05-30,OFFO08,Yes,Yes,Yes,Warning,Closed
CASE0209,FT12488,2025-05-15,OFFO09,Yes,No,No,Fined,Closed
CASE0210,FT01025,2025-10-27,OFFO10,Yes,Yes,No,Fined,Closed
CASE0211,FT01659,2025-08-23,OFFO01,No,No,No,Fined,Closed
CASE0212,FT13328,2025-05-17,OFFO02,No,Yes,No,Warning,Closed
CASE0213,FT02243,2026-05-29,OFFO03,No,Yes,No,Warning,Closed
CASE0214,FT07539,2026-01-15,OFFO04,No,No,No,Warning,Closed
CASE0215,FT14080,2025-10-21,OFFO05,Yes,Yes,No,Investigation,Open
CASE0216,FT01857,2026-03-22,OFFO06,No,Yes,Yes,Investigation,Open
CASE0217,FT06051,2026-01-29,OFFO07,No,No,Yes,Investigation,Open
CASE0218,FT18326,2026-05-10,OFFO08,Yes,Yes,Yes,Investigation,Open
CASE0219,FT02443,2025-06-09,OFFO09,Yes,Yes,No,Fined,Closed
CASE0220,FT09003,2025-04-26,OFFO10,No,Yes,Yes,Warning,Closed
CASE0221,FT18221,2026-03-19,OFFO01,No,No,Yes,Fined,Closed
CASE0222,FT17014,2025-11-28,OFFO02,No,No,No,Warning,Closed
CASE0223,FT02956,2025-06-01,OFFO03,No,Yes,No,Fined,Closed
CASE0224,FT00080,2025-06-30,OFFO04,Yes,No,Yes,Fined,Closed
CASE0225,FT03038,2025-12-05,OFFO05,Yes,Yes,No,Fined,Closed
CASE0226,FT16312,2025-11-06,OFFO06,No,Yes,No,Investigation,Open
CASE0227,FT04237,2026-01-24,OFFO07,No,No,No,Fined,Closed
CASE0228,FT15479,2025-06-28,OFFO08,No,No,No,Investigation,Open
CASE0229,FT05622,2025-09-30,OFFO09,No,Yes,Yes,Fined,Closed
CASE0230,FT00801,2026-06-29,OFFO10,Yes,Yes,No,Investigation,Open
CASE0231,FT16445,2026-02-08,OFFO01,Yes,No,Yes,Fined,Closed
CASE0232,FT04550,2026-07-02,OFFO02,No,No,No,Fined,Closed
CASE0233,FT06719,2026-04-10,OFFO03,Yes,No,No,Warning,Closed
CASE0234,FT09093,2026-07-24,OFFO04,Yes,No,No,Warning,Closed
CASE0235,FT04143,2025-10-25,OFFO05,Yes,No,Yes,Investigation,Open
CASE0236,FT15217,2025-07-07,OFFO06,Yes,Yes,Yes,Fined,Closed
CASE0237,FT14845,2026-05-30,OFFO07,Yes,No,No,Fined,Closed
CASE0238,FT01280,2025-08-17,OFFO08,No,No,Yes,Investigation,Open
CASE0239,FT09841,2025-08-01,OFFO09,No,Yes,No,Fined,Closed
CASE0240,FT15930,2026-01-22,OFFO10,Yes,No,Yes,Warning,Closed
CASE0241,FT07389,2025-09-05,OFFO01,No,No,No,Warning,Closed
CASE0242,FT17968,2025-05-18,OFFO02,No,Yes,Yes,Investigation,Open
CASE0243,FT08546,2026-06-05,OFFO03,No,No,No,Warning,Closed
CASE0244,FT05394,2025-10-09,OFFO04,No,No,Yes,Fined,Closed
CASE0245,FT11938,2026-07-30,OFFO05,No,No,Yes,Investigation,Open
CASE0246,FT09663,2025-06-02,OFFO06,Yes,Yes,Yes,Warning,Closed
CASE0247,FT09730,2025-08-06,OFFO07,No,No,No,Fined,Closed
CASE0248,FT18182,2026-04-13,OFFO08,No,Yes,Yes,Fined,Closed
CASE0249,FT13010,2025-06-02,OFFO09,No,No,Yes,Investigation,Open
CASE0250,FT15276,2025-11-10,OFFO10,No,Yes,Yes,Warning,Closed
CASE0251,FT18774,2026-03-05,OFFO01,No,Yes,Yes,Fined,Closed
CASE0252,FT11632,2025-11-01,OFFO02,No,No,Yes,Fined,Closed
CASE0253,FT01816,2026-07-07,OFFO03,No,Yes,No,Investigation,Open
CASE0254,FT14763,2026-03-07,OFFO04,Yes,Yes,Yes,Warning,Closed
CASE0255,FT05140,2025-09-27,OFFO05,No,Yes,No,Investigation,Open
CASE0256,FT13768,2026-02-01,OFFO06,No,Yes,Yes,Warning,Closed
CASE0257,FT05725,2025-10-12,OFFO07,No,Yes,No,Fined,Closed
CASE0258,FT02306,2026-07-18,OFFO08,Yes,Yes,No,Warning,Closed
CASE0259,FT01743,2025-11-18,OFFO09,Yes,No,No,Investigation,Open
CASE0260,FT09420,2025-05-06,OFFO10,No,No,No,Investigation,Open
CASE0261,FT13208,2026-06-07,OFFO01,No,No,Yes,Investigation,Open
CASE0262,FT05548,2026-06-13,OFFO02,Yes,No,Yes,Warning,Closed
CASE0263,FT02209,2025-05-23,OFFO03,Yes,No,No,Investigation,Open
CASE0264,FT03249,2025-10-19,OFFO04,No,Yes,No,Fined,Closed
CASE0265,FT07504,2025-05-08,OFFO05,Yes,Yes,No,Fined,Closed
CASE0266,FT06827,2026-06-05,OFFO06,No,Yes,No,Investigation,Open
CASE0267,FT14939,2025-08-12,OFFO07,No,No,Yes,Fined,Closed
CASE0268,FT10938,2026-03-14,OFFO08,Yes,Yes,Yes,Investigation,Open
CASE0269,FT02262,2026-02-27,OFFO09,No,No,Yes,Fined,Closed
CASE0270,FT07079,2025-07-12,OFFO10,Yes,Yes,Yes,Warning,Closed
CASE0271,FT01733,2025-05-07,OFFO01,Yes,No,Yes,Warning,Closed
CASE0272,FT17961,2026-02-24,OFFO02,No,No,Yes,Investigation,Open
CASE0273,FT15102,2026-03-24,OFFO03,No,Yes,No,Fined,Closed
CASE0274,FT00012,2025-04-23,OFFO04,Yes,No,Yes,Investigation,Open
CASE0275,FT11557,2025-09-23,OFFO05,No,No,Yes,Investigation,Open
CASE0276,FT07352,2025-06-19,OFFO06,No,No,Yes,Warning,Closed
CASE0277,FT05013,2026-02-05,OFFO07,Yes,Yes,No,Warning,Closed
CASE0278,FT05757,2025-10-27,OFFO08,No,Yes,No,Investigation,Open
CASE0279,FT10247,2026-05-30,OFFO09,Yes,No,No,Warning,Closed
CASE0280,FT12263,2026-06-25,OFFO10,Yes,Yes,Yes,Investigation,Open
CASE0281,FT08224,2025-12-29,OFFO01,Yes,No,Yes,Warning,Closed
CASE0282,FT10166,2025-07-10,OFFO02,Yes,Yes,No,Investigation,Open
CASE0283,FT17930,2025-12-28,OFFO03,Yes,Yes,No,Fined,Closed
CASE0284,FT10989,2026-01-06,OFFO04,No,No,Yes,Fined,Closed
CASE0285,FT06846,2025-11-29,OFFO05,No,No,No,Fined,Closed
CASE0286,FT16711,2026-05-17,OFFO06,No,Yes,Yes,Fined,Closed
CASE0287,FT03323,2025-05-06,OFFO07,Yes,No,No,Warning,Closed
CASE0288,FT06221,2026-04-12,OFFO08,No,Yes,Yes,Warning,Closed
CASE0289,FT11346,2026-01-20,OFFO09,Yes,No,Yes,Investigation,Open
CASE0290,FT06223,2025-12-19,OFFO10,No,No,No,Investigation,Open
CASE0291,FT14762,2025-05-20,OFFO01,No,No,Yes,Warning,Closed
CASE0292,FT14951,2025-11-05,OFFO02,Yes,Yes,Yes,Investigation,Open
CASE0293,FT08632,2026-06-29,OFFO03,No,No,Yes,Fined,Closed
CASE0294,FT17439,2026-02-18,OFFO04,Yes,Yes,No,Fined,Closed
CASE0295,FT16411,2025-09-01,OFFO05,No,No,Yes,Investigation,Open
CASE0296,FT07568,2025-08-03,OFFO06,No,No,Yes,Warning,Closed
CASE0297,FT12060,2026-05-29,OFFO07,Yes,No,Yes,Investigation,Open
CASE0298,FT06182,2025-10-27,OFFO08,Yes,Yes,No,Warning,Closed
CASE0299,FT13338,2025-04-26,OFFO09,Yes,Yes,No,Warning,Closed
CASE0300,FT00824,2026-06-19,OFFO10,Yes,No,Yes,Warning,Closed
CASE0301,FT05657,2025-11-18,OFFO01,No,Yes,Yes,Warning,Closed
CASE0302,FT02373,2026-03-30,OFFO02,No,No,No,Investigation,Open
CASE0303,FT03148,2026-03-26,OFFO03,Yes,Yes,Yes,Warning,Closed
CASE0304,FT06869,2025-12-04,OFFO04,No,No,Yes,Investigation,Open
CASE0305,FT09102,2026-05-08,OFFO05,No,No,Yes,Fined,Closed
CASE0306,FT12370,2025-08-10,OFFO06,No,No,Yes,Fined,Closed
CASE0307,FT07204,2025-04-24,OFFO07,Yes,No,Yes,Fined,Closed
CASE0308,FT00536,2026-03-25,OFFO08,No,No,Yes,Fined,Closed
CASE0309,FT09855,2026-03-08,OFFO09,No,Yes,No,Warning,Closed
CASE0310,FT15597,2025-05-30,OFFO10,Yes,Yes,No,Warning,Closed
CASE0311,FT11719,2025-09-29,OFFO01,No,No,Yes,Fined,Closed
CASE0312,FT02282,2026-06-03,OFFO02,No,No,Yes,Warning,Closed
CASE0313,FT17793,2025-12-29,OFFO03,No,Yes,No,Warning,Closed
CASE0314,FT13313,2025-06-25,OFFO04,No,No,Yes,Fined,Closed
CASE0315,FT03195,2026-07-30,OFFO05,No,Yes,Yes,Fined,Closed
CASE0316,FT14196,2025-07-30,OFFO06,No,No,Yes,Investigation,Open
CASE0317,FT13514,2025-08-14,OFFO07,No,No,Yes,Warning,Closed
CASE0318,FT18926,2025-12-03,OFFO08,Yes,No,No,Investigation,Open
CASE0319,FT07844,2026-01-15,OFFO09,No,No,Yes,Fined,Closed
CASE0320,FT06125,2026-06-27,OFFO10,No,No,Yes,Warning,Closed
CASE0321,FT16771,2026-04-30,OFFO01,Yes,No,No,Warning,Closed
CASE0322,FT05606,2025-06-12,OFFO02,Yes,Yes,Yes,Fined,Closed
CASE0323,FT17958,2026-07-09,OFFO03,Yes,Yes,Yes,Warning,Closed
CASE0324,FT12110,2025-06-12,OFFO04,No,Yes,No,Warning,Closed
CASE0325,FT17759,2025-09-15,OFFO05,Yes,No,Yes,Investigation,Open
CASE0326,FT05202,2026-02-07,OFFO06,No,Yes,No,Investigation,Open
CASE0327,FT13678,2025-04-22,OFFO07,Yes,Yes,No,Investigation,Open
CASE0328,FT03139,2025-04-20,OFFO08,Yes,Yes,Yes,Warning,Closed
CASE0329,FT17308,2026-04-15,OFFO09,No,Yes,Yes,Fined,Closed
CASE0330,FT01440,2025-07-06,OFFO10,Yes,Yes,No,Fined,Closed
CASE0331,FT15603,2026-01-01,OFFO01,Yes,Yes,No,Warning,Closed
CASE0332,FT17729,2026-01-20,OFFO02,Yes,No,No,Investigation,Open
CASE0333,FT19438,2026-04-11,OFFO03,No,No,Yes,Investigation,Open
CASE0334,FT07344,2026-04-21,OFFO04,Yes,Yes,Yes,Fined,Closed
CASE0335,FT07433,2025-07-06,OFFO05,No,Yes,No,Fined,Closed
CASE0336,FT14049,2026-01-06,OFFO06,No,No,Yes,Fined,Closed
CASE0337,FT09144,2025-05-04,OFFO07,Yes,Yes,Yes,Fined,Closed
CASE0338,FT00812,2025-07-29,OFFO08,No,No,Yes,Fined,Closed
CASE0339,FT01288,2026-01-03,OFFO09,No,Yes,No,Investigation,Open
CASE0340,FT02397,2026-07-16,OFFO10,Yes,No,Yes,Fined,Closed
CASE0341,FT02923,2026-01-26,OFFO01,No,Yes,No,Investigation,Open
